ts,gpu_w,gpu_busy_pct,gpu_vram_mib,gpu_temp_c,cpu_pkg_w,cpu_util_pct,mem_used_mib
1789628782.872,199.65,96.0,3508.0,73.0,14.7,29.7,7711
1789628783.899,199.43,95.0,3508.0,72.0,14.9,29.8,7706
1789628784.928,199.31,95.0,3508.0,72.0,14.8,30.1,7716
1789628785.956,129.48,24.0,3508.0,65.0,8.31,12.0,7732
1789628786.988,79.83,0.0,3508.0,64.0,4.07,0.4,7741
1789628788.020,61.78,0.0,3508.0,63.0,3.95,0.2,7741
1789628789.058,54.9,0.0,3508.0,61.0,3.97,0.6,7743
1789628790.094,47.98,0.0,3508.0,61.0,3.87,0.2,7741
1789628791.131,47.67,0.0,3508.0,60.0,3.99,0.3,7735
1789628792.157,47.49,0.0,3508.0,60.0,3.94,0.3,7715
1789628793.195,47.38,0.0,3508.0,59.0,3.9,0.4,7731
1789628794.233,47.24,0.0,3508.0,58.0,3.81,0.3,7732
1789628795.270,47.07,0.0,3508.0,58.0,3.59,0.4,7726
